From Account,To Account,Amount
318954,577416,643
125908,153542,155
1031215,891788,321
814541,349404,937
704537,203911,758
1034297,896839,382
760124,428232,564
329930,269777,401
136141,980787,365
222246,830932,810
878576,542447,13
271250,605519,707
649421,549515,656
252298,511883,740
205892,670698,383
804885,627877,501
950780,351262,735
834559,901819,816
251314,696139,632
363717,828644,188
909295,136805,11
756190,805332,194
925469,237176,929
233394,417065,362
756768,129151,278
1052837,476544,889
771351,1041531,76
230535,973057,104
215432,274132,287
572942,111319,677
441157,779377,922
381677,804782,101
499155,545808,84
811125,511544,606
977126,1033621,672
514499,194191,210
417781,1068547,841
370093,1001530,366
754426,286576,729
301887,530788,438
311714,733147,223
193641,710281,305
832261,261096,541
467054,971639,677
356131,202438,462
541514,725846,402
915195,869610,865
617675,335967,175
940939,1078126,852
446289,505456,945
781118,570237,338
315398,663526,20
605841,918234,434
577451,940726,589
540875,681517,691
646363,1072147,596
461632,373734,725
275100,999285,986
139260,1066777,265
932756,827147,784
169810,740903,229
1012690,146199,720
1068463,266082,900
554790,404953,587
1073827,1036711,857
132111,218681,277
389452,538424,605
502701,292756,614
701449,386113,546
317306,958438,722
194347,531978,274
776396,490216,513
978249,168928,602
264843,754026,356
228253,320210,702
685228,589430,440
863916,980513,563
202521,606533,183
868426,368515,283
124502,388189,758
952696,540683,506
1075978,401737,766
163840,442841,209
359224,794018,682
931074,875439,318
223070,113927,400
791828,294467,686
231609,483572,975
145065,1062761,658
622880,573867,956
142057,904311,298
134850,136017,679
369702,432954,519
506291,219696,931
347478,183642,858
545171,226637,152
328071,903752,532
181501,148278,299
498092,897811,158
586438,1009209,503
812226,176060,304
1021755,911095,511
230174,439027,519
221739,624617,215
283310,141247,445
191529,1007200,144
583682,637067,674
1035336,992086,546
149205,564441,813
954579,948293,657
639804,290962,730
222580,878059,83
292525,981999,831
744133,879220,995
242690,973305,126
411543,446819,850
735214,102880,421
1006420,493299,469
280962,743638,521
804105,549400,167
1018629,377603,773
104847,1098254,516
944745,366385,455
249804,678111,939
922735,464903,47
524365,398288,23
633094,1041719,159
572336,200855,873
414889,389999,969
332380,378266,60
1069331,290368,355
589899,708618,42
1095883,957041,305
452684,361305,499
272092,741767,807
776154,957106,110
767997,995572,817
1004126,1013338,871
687232,1089326,246
111231,592677,739
733577,312107,159
640725,763200,748
901789,694131,747
308383,850964,982
858967,428184,221
278815,966749,827
1081553,402939,693
495136,249142,878
184320,293865,493
793383,534502,647
759907,497729,687
651781,585866,930
680258,569137,199
389827,760457,10
950985,704932,147
478319,563586,844
597913,579467,615
344125,1045538,418
714187,287763,401
554297,408387,999
246838,762265,602
279112,743954,668
972365,128669,73
633783,291281,735
578385,639901,381
516873,848312,315
354227,134049,292
1026451,183569,815
637154,364153,105
752775,331201,177
894373,992727,514
1040524,907758,162
702261,1003409,153
462329,749283,389
169082,734593,710
1063445,991269,393
250531,602946,890
173939,147823,460
1064249,140218,38
936782,1017317,116
407140,835909,559
697717,180556,613
736451,419745,262
605162,225559,645
1028426,880110,791
507800,562824,484
767893,1069802,773
591206,267332,408
523793,197059,702
225758,337041,36
257714,991626,483
548394,290141,207
930331,423297,784
728604,373194,596
470502,959813,502
717254,960284,847
974847,1004410,955
514254,976128,150
873069,938398,672
678483,649168,15
591177,166413,891
663488,667332,973
231611,849698,901
982700,189822,486
872004,406344,806
923485,1093146,745
1059870,632537,233
696528,1047851,498
865467,383720,510
390622,833623,831
520518,122962,548
414494,162494,755
885128,298802,695
1050777,571857,780
879532,174162,445
807796,974859,353
1056331,639030,993
993067,754744,727
912729,308513,355
642349,781684,71
354435,971689,200
525835,1075339,55
1036870,523129,731
261246,823152,311
1000770,760036,808
261813,403629,172
684521,526740,657
794997,800630,215
832386,566981,875
219000,1047197,258
801881,299673,58
246806,211323,528
1019742,1008041,490
349221,202700,212
364815,372331,336
719578,890272,658
424995,609292,222
514460,119889,298
888469,1045463,535
769549,968815,921
447821,672006,783
261628,303809,912
529347,692383,731
563531,233228,415
490965,181099,45
387439,877154,857
636844,673519,649
955103,107058,884
333295,914566,468
276824,425029,469
643552,776996,414
935809,434395,93
906586,620793,985
809698,1062971,961
1031059,317244,939
755187,273226,623
1004120,731389,423
525551,715048,243
813412,797543,797
542143,362731,739
574470,581178,215
654946,593275,396
730432,998192,560
1087128,1051104,611
979149,171595,460
530257,469768,743
762093,1005199,438
981842,785952,301
241214,272665,602
268498,179317,166
455083,273046,593
800008,323712,964
174403,165017,253
920617,700311,142
314429,178686,702
562897,977052,702
1041337,147435,644
575571,281641,488
682958,822614,318
1070503,698391,335
431588,504985,615
201786,453658,376
982711,557263,875
858077,342663,522
297347,875825,311
671935,161036,695
277222,534127,595
674755,527669,452
428362,224777,47
365605,680294,397
272545,1090136,449
810529,704648,419
679158,298389,325
307175,898183,624
413424,271293,749
898901,691209,941
858626,1038511,613
227745,972706,483
818849,173481,223
482385,419850,485
664128,999595,863
639451,830384,755
1036141,936883,816
127037,107881,430
155339,378012,615
932608,456200,675
333312,776521,34
895085,538937,640
145376,138736,466
928994,1063315,254
161823,949280,444
913480,999752,539
426005,873644,259
622703,655908,761
1027818,816894,635
1062590,114179,77
905897,674060,908
719356,618476,719
756490,290413,985
604268,939261,636
595842,505026,760
453684,709267,642
294893,615877,419
707414,922328,646
242494,524818,615
217253,548587,836
562484,738012,115
119752,609539,833
183081,168015,885
499248,325318,770
144694,449172,807
136659,401578,515
997525,658685,114
442068,876399,703
120806,393289,89
553960,128629,938
959183,567947,179
253021,999550,97
893272,804958,341
922779,793199,971
600053,129844,42
143862,179276,740
661673,401964,853
375870,500367,177
986029,870458,628
645264,671374,211
775685,895566,915
453983,1020699,259
901113,889414,122
778422,406982,341
352331,367123,520
625320,783024,53
192942,915687,55
339320,517148,970
1031443,765705,192
267419,138599,455
643083,340525,564
161783,460308,457
212248,364906,297
855471,1026650,129
555758,258410,904
680155,648481,379
779833,1024366,796
1022546,858509,593
435690,956621,116
891095,633055,147
282658,751798,338
607300,740849,338
133373,424163,784
1067806,186725,971
395472,969880,778
671509,132426,427
434085,1087092,20
604077,652864,185
500666,833876,315
444676,294456,227
442650,1013887,296
565372,725253,284
782804,180569,670
1040956,549467,493
207710,1017050,258
101642,375686,786
974837,521533,448
423604,289624,466
407801,352561,629
897484,381933,480
278177,684416,105
361386,463809,653
238985,631137,707
747322,769134,312
911785,534979,892
1021956,157978,647
417214,699833,851
585342,1001630,883
1089654,586259,415
559948,295742,506
208363,315669,124
186690,981802,388
444718,495891,289
670415,517289,152
200191,144032,93
896733,945258,409
851126,978195,314
945625,1004311,295
629596,1024236,824
412002,372636,896
777630,719348,94
702168,623505,837
415047,493496,966
315981,520052,998
953250,578557,575
588882,394448,949
874757,651718,93
929235,542296,924
625685,1079430,754
948492,128067,387
254414,375198,686
331981,577137,208
473313,652870,263
649410,382515,341
485923,297964,551
457800,458790,800
810226,157763,884
669893,803471,727
715267,689274,741
733044,557418,669
203257,950173,399
331773,606730,736
642691,517395,888
518768,819581,160
116117,193087,818
282628,882728,996
517251,308348,621
479671,515321,862
797012,540011,592
682915,970913,919
877828,513048,921
951729,659466,994
700831,491370,147
941556,237860,72
1059103,667616,564
196064,999560,254
483260,358037,883
624668,792709,208
366361,501636,708
1082477,426024,651
276406,327563,867
334508,563131,766
308571,992490,36
960086,728405,889
419232,692919,574
352540,693576,418
604166,215368,424
814527,140838,725
149503,366149,881
521388,434692,928
522090,257193,165
659802,777713,130
933966,708777,22
255456,492732,540
439966,265729,837
264829,679429,550
1054819,552532,283
214878,617404,804
875124,625334,494
122247,1064317,516
1032055,369789,538
609838,319604,655
176140,586612,165
210358,278199,401
230923,976720,958
287253,450303,450
228624,510516,203
1041744,792300,835
998638,588093,201
790423,816967,757
450951,359633,528
748788,229538,935
621924,637415,729
342864,160204,649
859083,347856,298
102020,992453,510
791018,1045680,818
388790,294541,594
346589,546419,780
259770,153499,733
200348,770726,168
623927,906758,778
111327,405440,837
1094092,947230,100
341888,992148,736
199665,1000224,898
1032874,836380,828
1057669,714732,321
1065508,761263,965
710874,938799,699
828669,507079,58
660970,834658,995
818666,1026403,734
619062,294556,97
295518,999164,19
402893,766480,349
936493,968642,573
816247,1008940,292
774725,325743,70
744954,1043597,696
528708,431505,82
483966,1078688,932
881915,864554,558
978372,579058,256
581996,291063,150
901364,1001348,281
758281,784204,122
784371,930987,926
435082,872523,323
1007692,1068492,730
151892,1060519,893
316436,328754,305
572694,784513,240
248992,314913,259
367887,738558,519
253734,512286,104
811164,342137,657
664109,565250,215
797776,390881,470
595620,468832,455
478245,331500,810
602869,354574,256
118348,383789,489
436796,631957,46
356091,170427,586
480312,1010726,740
671142,780524,41
1035027,593663,69
163793,417245,403
880279,1080311,334
888746,376269,625
181562,279958,582
313354,1034094,776
913549,772894,486
127776,318025,26
274489,531716,372
776025,750935,295
327892,932397,634
334979,1004699,634
548351,952246,610
741838,280358,166
723737,582483,979
849945,972833,73
922284,1012949,453
903928,505203,931
358948,508640,129
206820,624604,559
583747,457052,746
703854,664884,244
871823,110319,412
190910,1082634,710
289975,942859,149
409457,742950,761
1043881,1061156,628
603212,563044,153
986264,813698,424
234868,791136,830
757167,308509,622
130769,310591,799
269538,251377,886
1066244,986365,595
798319,182638,882
485227,107851,90
1036075,309236,559
773643,235758,505
374017,166220,160
991842,905963,550
378928,592004,667
713079,337315,696
619563,582932,784
1006692,1096952,117
941187,833040,677
1004672,635036,255
650265,986541,387
981205,236637,142
523867,370162,30
536015,700504,868
900351,135953,336
292171,333016,51
552575,968580,282
593922,297633,958
211988,517425,666
641504,507476,451
1073176,932571,978
220052,981690,776
532787,727935,405
604009,146982,970
512155,814548,70
614242,268974,433
573527,774541,299
595211,492211,25
148824,657811,181
719185,613694,44
249852,163867,458
1013940,929444,418
421354,734867,744
184724,910447,452
486230,557495,19
215982,713804,770
249220,544542,466
922578,611382,900
876407,1057541,752
274456,1038559,945
759516,710309,449
820269,100937,436
393865,1077095,81
439351,873815,53
894078,808243,653
988709,834635,537
149165,476030,465
346673,251054,113
888760,459460,957
1045155,702748,461
356855,447958,485
270690,978938,154
658661,179771,949
625050,1004867,486
170319,212649,676
757966,527218,419
300641,975928,148
478801,891393,45
553325,415747,67
1067583,640322,401
670096,330127,536
225220,953723,426
652921,613515,428
573617,717653,167
427603,211549,16
930545,160524,74
625222,969002,551
1039280,473511,959
583888,910398,984
865591,551533,925
339762,628876,352
227594,680525,122
975909,349410,441
377120,1050441,910
1022180,1077323,365
375144,758283,223
611314,269381,711
937992,616169,141
817001,122164,259
728704,659033,844
359624,624517,96
903774,726977,721
598388,793450,250
949102,1082618,881
477817,825430,907
196560,487518,542
175225,276847,595
414505,101185,73
336197,428569,224
552652,302261,363
158957,270602,897
561945,953130,532
716710,164947,407
970218,823953,12
595812,802954,176
225806,492697,820
178945,1027585,541
173421,623713,734
860687,441073,288
224467,809978,714
702962,1088912,700
721393,918883,43
1048858,167412,381
104040,630269,209
286587,332851,313
432551,732281,688
821159,261799,431
292695,888501,522
909393,610645,644
990595,234190,263
241969,616575,960
501990,322517,572
153931,724342,917
749439,938861,341
375368,1022264,186
663923,473487,635
937776,161050,138
322049,626023,665
565932,650781,583
862757,304593,603
830308,861092,501
260129,790183,635
137553,255406,945
516934,437925,311
809462,274377,537
157326,984860,723
351608,124900,74
224887,138540,725
459537,977705,111
876502,1052682,816
537133,573720,53
941123,899072,569
394758,1090368,159
503692,514165,892
595753,762314,178
556829,226988,202
505786,329539,649
949004,711667,723
576653,585479,949
1021422,178321,513
1025593,849038,122
512803,599446,613
438656,935530,63
387021,904927,873
479519,837440,427
279186,1080443,431
536558,804300,397
290011,1083124,49
454438,132658,413
621370,1060153,265
782246,1065662,937
263534,996126,378
947930,308868,273
409434,124849,257
915032,1078587,151
821746,778672,421
230365,881055,675
236924,1086647,334
380976,1094052,271
964568,843595,89
141599,366338,888
371894,105315,818
333659,573484,544
247470,559668,599
1019814,1084987,156
1019412,911231,803
982108,406042,705
976149,802133,440
934142,513406,433
778588,1020245,77
1063698,738741,407
396761,220571,701
533893,561947,132
673586,528540,76
520145,311875,183
721571,164402,736
1059230,502738,283
947875,695238,115
794339,786354,220
539666,569895,997
322680,692105,755
949893,982577,882
694562,798880,89
798640,289058,312
480450,377958,104
955524,1068785,355
614331,612030,624
1072392,912967,479
1064501,497664,138
451072,720831,732
499594,167063,554
226077,716402,737
1019462,497591,893
281690,374920,657
610581,645432,26
396221,724628,552
810031,928299,530
608086,859932,865
672431,706544,618
903100,1032245,453
122786,578897,324
647139,372154,976
707315,272191,219
136709,536270,198
692689,537642,359
607422,776508,984
659042,424212,695
721171,291210,985
325476,265302,44
410749,739692,688
881697,358070,619
898245,531874,530
263680,901005,63
147824,334251,953
749339,473997,327
590039,440796,714
298169,325813,473
322410,116994,333
956024,108418,48
473013,648870,444
901788,1001943,881
273895,802127,120
968384,770825,141
273650,442011,444
478243,132148,966
468302,1082070,441
555800,824968,434
640926,1025626,937
261438,568253,109
920029,1034793,444
167390,663192,453
113470,158663,192
225922,160552,753
801004,246526,503
738411,565744,972
623325,280232,400
614202,162917,580
726035,365268,666
420525,1021610,359
683272,192932,559
218767,514296,99
738861,887241,872
416039,437733,537
738399,675299,778
423900,431017,108
506439,638211,410
600207,537234,283
287311,483653,895
553050,707870,401
968218,846592,237
299467,228435,268
738532,1023817,985
103981,512530,647
646331,1022469,761
764751,699142,481
604547,211460,548
248402,1012646,479
755933,169896,433
199775,703848,695
1029885,397187,676
656750,461405,508
213494,871298,463
224549,1019357,643
211463,783239,410
101948,1045678,753
665925,683261,301
750134,285716,778
363726,595811,334
644570,1028090,281
731579,145982,630
987247,398608,503
236656,371132,341
560953,871333,749
1083775,815863,23
1048111,830410,136
936525,1033188,48
985767,104201,637
980500,984660,502
999224,890619,559
974020,200987,644
791811,979021,313
509662,396231,382
664430,364926,505
322242,1023532,588
764292,160284,455
328843,118971,191
711220,554202,521
775292,175593,309
602478,905017,420
295829,348442,476
328358,1046949,612
569733,219724,676
426843,707320,840
886827,846083,264
729984,678732,663
958851,981874,687
519402,307472,61
841592,977939,83
651217,431480,921
708868,197116,418
500239,301844,199
746052,337174,984
403428,174932,985
338294,294860,664
836222,289288,65
984319,770003,391
670581,1089586,89
1086075,786658,932
164605,607705,63
1019493,138106,777
566227,234323,413
258722,426330,536
786573,432045,963
925763,202676,697
278815,940429,327
1095674,821003,852
166845,693152,349
793760,148621,688
497641,621840,573
620809,622917,274
481108,126552,760
669952,124232,945
1035306,819594,612
892963,703791,938
929441,420984,413
947850,328391,527
635562,181937,718
597726,961347,836
660521,616761,604
271826,1024605,986
954360,673895,209
800874,149423,24
516915,807071,937
1076729,715002,230
645384,1056320,218
282757,267538,579
1030459,152462,110
122616,1040570,838
460790,853031,137
278484,587353,229
980794,117700,789
308549,730387,433
654812,180135,525
554069,302333,934
341271,672682,237
484501,318113,510
1074138,419919,491
353401,146529,343
873333,1041932,832
588424,191384,856
331883,922421,409
196951,361684,477
1061216,1040880,930
638443,360654,40
885222,138339,66
909571,846057,140
615772,627211,891
169182,391786,873
514401,148760,899
810564,197494,882
729620,1023254,656
266782,655797,71
1043366,283309,797
458029,622328,69
301988,284806,59
163238,811972,68
227607,900065,114
171659,823370,33
460108,799779,921
271224,202951,342
113965,845687,435
997317,966213,846
869115,581304,908
931968,190201,349
998287,812484,174
704073,1052032,716
750203,595185,728
199648,435564,139
870618,264205,300
786474,243244,912
923974,523339,688
787022,1060024,556
1000437,982933,169
148624,498963,437
959149,235884,200
1076449,758152,796
101719,599613,83
315471,724597,127
196201,523867,320
860660,713482,171
796447,525964,17
321057,436808,308
375432,948114,387
184426,466937,197
258967,963799,464
575736,997715,666
917758,1039031,454
742424,637008,607
1053517,663555,385
134003,231599,421
1077645,754994,364
173193,756758,649
198038,742317,550
1063673,825122,284
899802,907744,669
126307,176777,377
197544,249523,175
668650,1069663,314
683286,632878,15
494191,495024,109
411931,565845,759
231738,470054,739
665678,134793,799
462270,340232,422
721029,366460,983
154145,718269,991
137624,472313,385
554736,283475,908
882360,1015459,902
666806,300497,730
1030306,685334,134
582423,819457,824
524130,571802,778
615906,244789,987
120161,1096986,25
931328,252420,48
996103,695216,958
1014199,597628,344
435419,606045,328
514970,149244,214
514342,206577,905
719145,850429,739
413721,608871,674
1064184,170755,752
862446,246230,442
113052,851371,841
516661,817512,844
357945,200990,282
243619,1070019,643
203493,811224,112
272516,189068,982
393935,161225,344
1024154,789234,587
938837,1071821,319
1080040,1068274,89
114981,437478,851
339734,1020981,778
442358,921487,201
382204,864386,897
756834,165897,70
836934,1076193,534
729250,1075128,529
712165,634790,106
187667,482603,681
788132,646094,444
176561,999479,352
184250,100697,438
606381,926066,452
1005427,546884,918
551127,381423,564
634328,837412,668
1095224,573282,118
603741,558393,33
942552,170545,721
283341,1026608,474
291024,133290,850
603120,962365,114
705244,178526,489
370535,731580,837
957518,495893,894
529340,223934,978
982756,520932,696
206880,310263,838
960396,104147,118
222483,546032,279
1096742,917083,385
869360,603314,737
770638,601323,740
672932,803789,396
320572,656772,739
481591,445556,711
892804,777096,856
872636,936515,92
556735,704677,667
298317,1003897,284
675252,1081126,245
781346,482292,303
930043,300941,772
350576,625468,563
545597,1053279,574
837079,302879,689
321156,582952,23
490258,654648,651
109951,886430,715
345968,907749,233
471470,773702,938
259525,825462,893
827039,306024,690
381465,1068206,41
1063778,388342,70
604428,155080,644
242350,231306,149
797551,906930,303
618964,306497,387
446727,957981,441
672114,347370,170
942144,474779,325
394329,501133,257
428034,447988,248
968453,792950,807
840938,243472,822
291613,139672,566
428387,286395,136
916834,528939,621
366102,565014,736
198010,568470,748
1083766,316025,216
437383,430092,904
402136,487128,199
726060,858608,198
1093535,629038,944
444412,769448,690
939630,902350,207
287593,866082,332
292579,955845,191
802298,990798,177
886937,672130,725
594198,915513,224
943708,373863,596
530991,832215,36
315876,262709,512
703132,275438,568
233984,584696,564
450470,141336,246
741943,238697,492
903713,566634,750
913876,620967,921
176076,484587,473
168031,319360,643
807771,531103,746
637370,746470,101
868374,595553,921
811878,608330,402
1083591,962120,73
389084,161154,215
872263,269390,161
651537,762405,254
132607,680069,69
282300,520404,245
768086,704057,559
573890,169413,772
1000497,859998,317
427426,1053596,579
881077,989927,724
868596,397084,500
135475,485659,201
1099497,390263,142
1046325,664908,671
120854,126427,199
682108,925189,912
454575,380847,225
400909,184789,822
661837,996703,619
365366,1018435,583
1045023,557688,854
875201,175836,89
348242,1036015,726
814776,701980,705
866596,1009667,941
889448,702321,835
704876,366378,542
938328,482061,189
160245,665395,264
315982,549705,613
257362,696007,903
497700,878287,937
629119,119285,521
975041,1081870,255
926504,746940,920
981817,199344,894
607676,698868,774
348528,702027,935
1048476,563720,512
916148,817299,195
856214,893554,242
982965,842746,844
182822,305877,493
393166,450445,625
305855,284858,768
252284,429108,451
274081,790718,231
500684,425702,349
648217,588729,967
826245,997885,56
528081,432247,16
360860,401266,94
521029,191925,82
262283,235984,319
873298,388534,908
210962,175892,114
574749,590384,786
350679,992444,793
728550,257304,495
545811,1049818,841
195847,718589,165
851721,649683,722
315090,648341,900
343721,852453,900
252801,1033932,247
1099077,991703,197
990312,914994,446
1091089,651990,379
327303,362209,331
334300,1085644,667
201453,728321,302
248137,412423,318
438491,853104,668
876540,1000300,321
584261,102093,509
1077046,478353,56
758906,372312,993
157795,491647,663
893813,514923,295
338201,355568,433
307058,197956,734
1041963,289550,677
232521,1012002,37
735285,586505,460
187673,958886,983
107893,383038,825
303260,992959,129
585416,488084,900
1042464,1055703,257
869371,1098177,197
1052414,949568,929
387181,1095580,553
788879,929878,856
1091454,498159,778
684152,664162,360
582291,124588,714
237778,1086052,747
851089,852348,371
686132,622481,42
548133,397964,110
840504,835713,841
968008,489995,519
305728,138740,354
1030463,196082,726
956355,382093,521
203785,978535,481
794809,260251,146
192976,814013,436
219491,229574,257
1023669,841818,896
334285,959374,321
477913,310050,68
915205,868642,86
215099,637662,10
178785,764475,483
668041,451826,942
582033,616593,598
972034,382456,693
685210,746500,616
525755,795196,311
323129,508953,147
130936,439596,272
908544,376235,789
260310,904084,729
533685,604119,608
385796,902227,583
326533,617315,143
373705,740606,350
137107,519126,15
948045,235410,950
789036,598908,999
1044648,1004652,24
333490,793430,498
732909,629868,140
755661,1093554,657
944430,362026,50
682647,230499,822
288445,1017662,938
154428,714330,953
181656,485476,979
946977,736536,964
286918,756562,163
946194,555187,558
679587,661831,399
722591,1080247,368
325001,585109,886
388940,173773,809
1045674,320394,64
285257,957871,473
135348,523883,505
271576,498657,295
603047,864024,338
1083604,822642,450
655595,632490,256
671479,1010741,517
128652,274766,385
940390,838649,103
518902,987755,12
947973,260658,380
983302,657831,273
526448,450142,881
395221,499716,396
333532,370445,971
572182,1063104,949
853667,878236,488
1078308,136219,880
954335,205013,124
986516,1095037,393
635395,671854,209
505397,177885,456
1069659,356455,150
611146,971219,670
512288,449482,744
867377,156436,44
778639,234740,28
481714,1064296,444
150380,593793,764
207346,494494,966
1075733,863540,819
1087124,750621,422
951469,837693,60
790121,381570,727
451106,315890,652
528070,661557,487
947611,349854,707
308718,998309,543
663920,691964,841
850633,1056725,271
814542,185274,460
830961,415267,233
424451,542765,551
747014,928691,49
266966,498680,524
242693,297152,790
290769,561632,489
989547,120980,913
476598,572240,553
1028620,1090885,520
917123,560763,481
321581,484983,994
703410,950314,776
122251,958192,585
1032608,725982,156
802914,192022,674
284172,833049,994
310675,673740,228
1065554,748783,502
758530,633491,463
401622,325946,212
216593,1017895,784
292104,729228,575
186819,264951,595
1082218,188406,702
970874,429098,753
733955,606228,208
1063511,495197,582
974525,126873,182
902623,590347,564
659830,433882,540
147019,505015,68
317977,1083285,434
408017,697445,830
576653,190319,191
216837,783727,746
150321,948512,502
834681,1097457,958
705046,253843,617
202595,242166,688
456279,795118,100
140991,1018902,543
263685,653440,551
458100,362850,940
625745,776019,132
954845,902819,901
233817,1031642,506
984348,244217,61
866385,427904,985
439239,291685,445
242021,512511,323
427152,896467,161
969228,552928,55
536769,949787,579
765234,229360,640
159986,103139,292
464426,128087,502
1079046,748366,952
860745,614626,498
445011,949087,148
315044,225823,618
117464,1072390,782
717205,970027,718
986764,893438,361
441523,515655,276
758705,564448,852
185453,611348,429
575936,235302,95
223148,107410,411
393485,1028483,750
335543,1028607,151
392441,161968,504
609970,446768,817
939546,849465,450
881264,908222,932
741221,1061964,838
309835,517796,261
797958,345890,607
339537,619320,880
217780,649351,176
108508,461883,316
946347,356683,379
134485,712256,140
651543,938484,765
501560,376301,763
897440,975462,25
685022,261821,914
829023,536687,468
422938,632859,770
627815,1065243,981
1039038,867383,697
929016,292932,87
498172,351979,558
489975,668420,405
918809,512909,68
238217,511222,224
925704,917643,678
890158,413182,516
343087,540984,265
581555,656421,486
500148,894409,792
752158,420898,937
577792,953987,216
910059,1001744,178
875634,381397,146
306425,718170,955
1073426,321234,941
291004,846208,486
844621,769627,649
824033,519705,286
985941,300244,746
593125,985997,588
464919,686023,722
707736,705580,341
262894,989455,548
572564,1072642,691
702086,159774,279
593290,220276,118
613976,759438,208
176388,904485,504
825703,475390,818
556474,657468,43
565422,118129,786
882177,621530,143
1091314,1009339,986
139543,284911,200
311759,797274,873
869631,850797,926
364357,210462,304
452580,869803,320
816417,1008056,612
293913,298486,29
225844,141635,577
389063,635642,649
1021182,223097,372
513651,193567,961
424069,587542,708
898487,770599,322
380085,663193,846
1036470,198026,506
1081282,228914,27
462797,932020,883
1052208,510345,829
713389,488919,451
443759,621343,515
1068973,1067889,488
251323,319814,680
1051202,192010,814
357731,195183,318
327129,243441,391
835181,1066816,194
649247,1053009,792
903547,596541,466
666843,778526,822
411495,340972,666
1030251,212076,72
893554,1008969,676
529429,900405,617
885889,469166,255
767848,826605,37
821652,636411,450
119470,854420,331
974797,560558,112
300206,333223,717
172121,319802,499
545764,530423,233
540924,382846,764
1043471,480684,571
139862,250481,985
618929,643657,834
784870,310254,691
1031311,322487,924
261783,301351,639
863331,557919,331
585134,977204,978
247558,997681,675
920401,1063232,235
203204,517576,865
415945,116931,486
486941,127831,472
1048443,888540,837
1003690,218185,843
239911,389295,648
932522,915969,823
855300,390355,974
210981,600941,561
130035,545346,143
732209,964998,45
371239,898451,874
161547,447808,59
685566,980839,302
688064,472451,840
730146,719070,981
650985,373476,387
730049,361016,172
208239,284483,554
451726,683948,303
810321,274373,247
222279,1018606,214
504825,546242,633
624337,824353,657
467394,1046383,169
175537,640108,287
865410,478418,102
665975,599348,263
967872,300678,722
953563,1087345,438
939886,970726,194
155367,1061989,669
1091834,847005,457
912420,785825,116
551202,624821,85
985465,691617,41
732378,752680,555
365908,506806,329
259234,818623,322
751148,291388,483
633653,740948,35
404959,736144,557
348432,931764,378
372029,381267,512
1012055,1062078,815
960271,1093087,305
789061,833403,816
138716,541316,645
611185,618120,369
779399,893553,832
184215,951511,581
785792,973651,514
554986,801744,551
819241,127204,199
137582,750508,952
305698,764643,965
575815,116610,315
159009,637041,72
972491,525607,323
502735,167062,205
939137,267221,748
268803,859227,214
719263,365252,449
480542,997451,806
993834,957723,400
995224,311612,476
1061324,937009,779
981769,488186,258
878916,184762,700
779072,141619,624
385476,601432,217
286753,987957,88
949734,204479,362
306999,728243,69
215875,704195,955
434081,689990,454
1096723,820634,747
448642,752626,119
332210,852577,33
372332,1050280,290
448289,470124,72
154859,638965,796
760162,369262,671
352730,664300,567
133643,999300,807
914672,527613,908
828458,496375,291
529013,139570,943
106396,229937,334
743939,349657,489
935463,913539,643
721546,566281,539
846529,377977,245
936755,518479,576
1036054,902677,677
787939,293293,429
537969,526255,579
1032625,1069168,951
769624,491606,395
1067545,242147,259
162436,197291,180
154869,590975,326
939146,984728,359
221133,225146,766
112853,881819,809
160455,459142,299
102854,694526,765
406399,687784,725
293469,300095,524
250338,125950,896
965955,739905,229
1009024,327303,544
967190,797435,935
493819,459616,767
587405,1096660,578
607497,511220,451
639313,212621,551
680295,214677,849
542505,801455,670
393654,320075,635
720861,100901,370
599907,819198,232
138833,140912,814
453653,721609,457
673180,111452,407
992374,776937,245
560655,912486,327
235808,192711,183
918123,399301,473
404666,667929,173
809345,624368,376
237842,616663,633
997686,292839,32
252225,431865,483
1080497,138251,921
665310,233734,614
764254,1078036,535
246490,319525,738
467030,375090,946
598914,185333,711
614800,723867,251
282299,459164,520
108659,1048358,237
203266,270364,53
328492,1026466,635
517953,305166,610
655891,123669,646
165881,324709,113
1068566,420695,44
887195,528519,626
581031,334943,500
635985,712233,951
493605,885517,663
478477,213374,895
582341,885628,629
1020828,593810,59
1065518,812139,964
696665,164868,735
527750,947202,678
110147,1042966,488
515316,100423,599
803969,213908,467
441219,997452,657
328930,371540,261
751862,556314,727
521711,556091,273
889268,524413,75
218238,1010517,206
391133,1043029,834
470334,883820,166
578542,277929,528
890903,437033,331
482696,311577,116
806490,127019,456
982336,232157,871
391968,274211,547
439806,151180,693
298762,562716,656
779697,622654,690
626453,587004,978
595064,598606,183
967127,652528,201
891424,177429,670
390323,953800,806
461521,1059667,71
629133,881715,742
976256,540147,152
1090058,677856,58
920019,1035026,432
621671,1001597,847
311479,459383,330
583414,772117,708
335399,647908,323
452239,377915,443
104091,408884,136
543157,731604,315
795616,1022192,513
122571,793825,242
1096337,979129,263
822683,381155,792
218029,504651,970
479485,240439,560
315531,601201,63
787369,754495,327
224481,219365,824
1091081,1024261,709
228388,716210,261
895940,904729,572
324521,920805,233
247778,956709,328
548386,285850,868
490249,1071220,326
1086482,461086,470
324327,796203,534
203408,758043,717
380678,218597,299
486908,847907,547
213550,263611,294
834366,835551,73
748683,681967,780
196135,289918,485
325036,131888,964
326174,798799,285
1046887,423680,278
160865,484102,908
1007027,1044524,798
733444,964407,457
