From Account, From Account Name,To Account, To Account Name ,Amount
180742,ryqxus,1087278,rqyxsxy,627.0
1021749,rqsrxuz,833457,yttuvx,762.0
223589,sstvyz,270627,sxqwsx,294.0
354714,tvuxru,1057876,rqvxyxw,835.0
107116,rqxrrw,859169,yvzrwz,73.0
150858,rvqyvy,1023862,rqstyws,176.0
549292,vuzszs,829896,yszyzw,429.0
671000,wxrqqq,337130,ttxrtq,362.0
612798,wrsxzy,1046914,rquwzru,37.0
965191,zwvrzr,404942,uquzus,296.0
442761,uusxwr,272780,sxsxyq,714.0
482637,uyswtx,637330,wtxttq,50.0
117845,rrxyuv,976042,zxwqus,906.0
668231,wwystr,1018075,rqryqxv,492.0
174832,rxuyts,829622,yszwss,754.0
356384,tvwtyu,196675,rzwwxv,665.0
740537,xuqvtx,291212,szrsrs,689.0
886246,yywsuw,477056,uxxqvw,542.0
622821,wssysr,643335,wutttv,539.0
335754,ttvxvu,636108,wtwrqy,853.0
424432,usuuts,699608,wzzwqy,129.0
995528,zzvvsy,875342,yxvtus,623.0
1051624,rqvrwsu,1066340,rqwwtuq,23.0
1006449,rqqwuuz,761875,xwryxv,739.0
542329,vustsz,1055413,rqvvurt,756.0
478670,uxywxq,425699,usvwzz,870.0
1014835,rqruytv,616744,wrwxuu,96.0
773481,xxtuyr,525121,vsvrsr,256.0
376032,txwqts,852003,yvsqqt,39.0
324895,tsuyzv,976091,zxwqzr,221.0
409960,uqzzwq,265420,swvusq,735.0
425680,usvwyq,853762,yvtxws,282.0
682865,wysywv,1052532,rqvsvts,517.0
133014,rttqru,1073062,rqxtqws,616.0
580625,vyqwsv,816891,yrwyzr,509.0
172493,rxsuzt,403377,uqttxx,907.0
334038,ttuqty,379821,txzysr,732.0
130006,rtqqqw,155776,rvvxxw,842.0
1082759,rqysxvz,996094,zzwqzu,918.0
270253,sxqsvt,802968,yqszwy,23.0
710789,xrqxyz,318917,tryzrx,209.0
229295,sszszv,816263,yrwswt,301.0
346301,tuwtqr,246089,suwqyz,27.0
496419,uzwurz,297117,szxrrx,168.0
639322,wtztss,1036098,rqtwqzy,872.0
279411,sxzurr,559599,vvzvzz,99.0
673310,wxttrq,921321,zsrtsr,958.0
591778,vzrxxy,247489,suxuyz,268.0
1090252,rqzqsvs,640244,wuqsuu,912.0
869218,ywzsry,682521,wysvsr,549.0
823577,ystvxx,897619,yzxwrz,555.0
969505,zwzvqv,276555,sxwvvv,811.0
792451,xzsuvr,555863,vvvywt,976.0
530358,vtqtvy,1091786,rqzrxyw,336.0
1045701,rquvxqr,729618,xszwry,989.0
1022772,rqssxxs,498186,uzyryw,14.0
620942,wsqzus,553874,vvtyxu,823.0
932308,ztstqy,345279,tuvsxz,626.0
652328,wvstsy,947093,zuxqzt,321.0
586186,vywryw,1031168,rqtrrwy,511.0
120955,rsqzvv,926798,zswxzy,866.0
742489,xusuyz,549989,vuzzyz,805.0
547482,vuxuys,1086554,rqywvvu,84.0
1025935,rqsvztv,441443,uuruut,659.0
169031,rwzqtr,1093244,rqztsuu,931.0
741636,xurwtw,901486,zqruyw,97.0
333391,ttttzr,429315,usztrv,611.0
999783,zzzxyt,110533,rrqvtt,139.0
457469,uvxuwz,1001007,rqqrqqx,234.0
679245,wxzsuv,1095176,rqzvrxw,316.0
480890,uyqyzq,746747,xuwxux,173.0
339661,ttzwwr,583835,vytytv,607.0
379363,txztwt,777882,xxxyys,932.0
361354,twrtvu,729327,xsztsx,359.0
597782,vzxxys,160269,rwqswz,396.0
203790,sqtxzq,639267,wtzswx,713.0
226774,sswxxu,804526,yquvsw,360.0
243842,sutyus,117035,rrxqtv,41.0
555591,vvvvzr,955914,zvvzru,138.0
1012910,rqrszrq,643943,wutzut,627.0
158400,rvyuqq,216860,srwywq,818.0
136281,rtwsyr,295452,szvuvs,417.0
244517,suuvrx,1011997,rqrrzzx,204.0
1091038,rqzrqty,308391,tqytzr,489.0
399336,tzzttw,494891,uzuyzr,988.0
889119,yyzrrz,964152,zwurvs,678.0
688481,wyyuyr,112693,rrswzt,686.0
958303,zvytqt,407388,uqxtyy,435.0
987695,zyxwzv,483261,uytswr,377.0
1001916,rqqrzrw,607135,wqxrtv,195.0
914312,zrutrs,603478,wqtuxy,858.0
115647,rrvwux,612447,wrsuux,251.0
616419,wrwurz,192043,rzsqut,119.0
1080516,rqyqvrw,744013,xuuqrt,247.0
866093,ywwqzt,634052,wtuqvs,927.0
566646,vwwwuw,672177,wxsrxx,202.0
449076,uuzqxw,616195,wrwrzv,978.0
652891,wvsyzr,710262,xrqsws,872.0
685804,wyvyqu,1051989,rqvrzyz,503.0
216997,srwzzx,709340,xqztuq,564.0
1027915,rqsxzrv,320034,tsqqtu,886.0
1020237,rqsqstx,401784,uqrxyu,301.0
721554,xsrvvu,387419,tyxurz,281.0
985907,zyvzqx,810495,yrquzv,617.0
102658,rqswvy,888059,yyyqvz,496.0
678390,wxytzq,160114,rwqrru,582.0
953185,zvtryv,363251,twtsvr,380.0
417292,urxszs,1012335,rqrsttv,637.0
361398,twrtzy,1019884,rqrzyyu,484.0
632016,wtsqrw,446906,uuwzqw,818.0
634359,wtutvz,488884,uyyyyu,962.0
1041984,rqurzyu,782849,xysyuz,779.0
193153,rztrvt,1034304,rqtutqu,515.0
442023,uusqst,867572,ywxvxs,533.0
643414,wuturu,467711,uwxxrr,334.0
177852,rxxyvs,360877,twqyxx,880.0
859084,yvzqyu,784334,xyuttu,602.0
1073629,rqxtwsz,575622,vxvwss,288.0
597703,vzxxqt,697384,wzxtyu,904.0
315952,trvzvs,737684,xtxwyu,371.0
327752,tsxxvs,677108,wxxrqy,622.0
992098,zzsqzy,327791,tsxxzr,426.0
1046240,rquwsuq,456007,uvwqqx,17.0
800837,yqqytx,646251,wuwsvr,225.0
1062533,rqwsvtt,578296,vxyszw,579.0
428604,usywqu,872191,yxsrzr,870.0
518574,vryvxu,173350,rxttvq,695.0
190274,rzqsxu,445689,uuvwyz,781.0
125604,rsvwqu,225348,ssvtuy,343.0
419319,urztrz,596138,vzwrty,578.0
244020,suuqsq,889871,yyzyxr,13.0
269571,swzvxr,834946,ytuzuw,317.0
222063,sssqwt,1059076,rqvzqxw,895.0
343985,tutzyv,960446,zwquuw,402.0
407706,uqxxqw,197625,rzxwsv,721.0
894493,yzuuzt,255503,svvvqt,500.0
134096,rtuqzw,477030,uxxqtq,148.0
369677,twzwxx,947004,zuxqqu,236.0
698793,wzyxzt,378902,txyzqs,561.0
534361,vtutwr,822349,ysstuz,684.0
562022,vwsqss,787894,xyxyzu,381.0
606074,wqwqxu,721738,xsrxty,209.0
294843,szuyut,793093,xztqzt,398.0
1075795,rqxvxzv,219610,srzwrq,509.0
842875,yusyxv,725405,xsvuqv,793.0
170151,rxqrvr,430606,utqwqw,548.0
310008,trqqqy,693335,wztttv,800.0
673080,wxtqyq,403687,uqtwyx,89.0
370842,txqyus,747645,xuxwuv,405.0
197838,rzxyty,838686,ytywyw,689.0
296067,szwqwx,716744,xrwxuu,546.0
1044961,rquuzwr,453440,uvtuuq,701.0
574918,vxuzry,899506,yzzvqw,906.0
875809,yxvyqz,727260,xsxswq,771.0
130556,rtqvvw,426500,uswvqq,522.0
708696,xqywzw,749039,xuzqtz,888.0
795917,xzvzrx,930543,ztqvut,754.0
153182,rvtrys,216680,srwwyq,739.0
752807,xvsyqx,568539,vwyvtz,517.0
337005,ttxqqv,598727,vzyxsx,84.0
975043,zxvqut,1074683,rqxuwyt,214.0
202931,sqsztr,376565,txwvwv,651.0
843891,yutyzr,461324,uwrtsu,878.0
714299,xruszz,803396,yqttzw,981.0
686611,wywwrr,412496,ursuzw,14.0
511381,vrrtyr,180677,ryqwxx,567.0
348446,tuyuuw,848945,yuyzuv,653.0
1061829,rqwrysz,136856,rtwyvw,959.0
756855,xvwyvv,138519,rtyvrz,639.0
724011,xsuqrr,812855,yrsyvv,13.0
159163,rvzrwt,420372,usqtxs,968.0
145264,ruvswu,167946,rwxzuw,360.0
386129,tywrsz,245322,suvtss,273.0
483482,uytuys,150342,rvqtus,229.0
858590,yvyvzq,1021462,rqsruws,806.0
1049445,rquzuuv,919167,zrzrwx,435.0
879066,yxzqww,1079278,rqxzsxy,288.0
818678,yrywxy,191445,rzruuv,793.0
584535,vyuvtv,320768,tsqxwy,977.0
500557,vqqvvx,833443,yttuut,250.0
1071167,rqxrrwx,250100,svqrqq,613.0
254988,svuzyy,1086510,rqywvrq,386.0
488098,uyyqzy,987889,zyxyyz,768.0
147504,ruxvqu,681706,wyrxqw,174.0
137939,rtxztz,1083252,rqytsvs,294.0
283158,sytrvy,1069586,rqwzvyw,194.0
1037032,rqtxqts,114922,rruzss,586.0
164146,rwuruw,157303,rvxtqt,372.0
743206,xutsqw,625742,wsvxus,80.0
355652,tvvwvs,238642,stywus,117.0
304423,tquust,965633,zwvwtt,49.0
638196,wtyrzw,197350,rzxtvq,655.0
580477,vyquxx,538853,vtyyvt,495.0
931564,ztrvwu,558340,vvytuq,859.0
485173,uyvrxt,844136,yuurtw,39.0
604171,wqurxr,711533,xrrvtt,763.0
417891,urxyzr,203393,sqttzt,763.0
451542,uvrvus,351608,tvrwqy,243.0
387114,tyxrru,347937,tuxztx,852.0
840872,yuqyxs,160934,rwqztu,729.0
1069797,rqwzxzx,452169,uvsrwz,592.0
542702,vusxqs,621202,wsrsqs,837.0
945252,zuvsvs,792265,xzsswv,924.0
413261,urtswr,756976,xvwzxw,178.0
478691,uxywzr,728418,xsyury,788.0
186958,rywzvy,929050,zszqvq,625.0
402540,uqsvuq,589830,vyzytq,600.0
1067440,rqwxuuq,216124,srwrsu,495.0
1012746,rqrsxuw,508592,vqyvzs,203.0
686319,wywtrz,178742,rxyxus,60.0
644798,wuuxzy,1051222,rqvrsss,89.0
491511,uzrvrr,148076,ruyqxw,97.0
969382,zwztys,188527,ryyvsx,343.0
868277,ywysxx,916065,zrwqwv,430.0
360303,twqtqt,882366,yystww,672.0
466263,uwwswt,1076190,rqxwrzq,138.0
1068764,rqwyxwu,226613,sswwrt,858.0
870429,yxqusz,253628,svtwsy,962.0
693296,wztszw,443732,uutxts,547.0
765073,xwvqxt,871823,yxryst,948.0
986045,zywquv,340367,tuqtwx,445.0
460364,uwqtwu,576202,vxwsqs,619.0
661239,wwrstz,661553,wwrvvt,754.0
816978,yrwzxy,889507,yyzvqx,507.0
892670,yzswxq,557950,vvxzvq,81.0
112573,rrsvxt,1033922,rqttzss,288.0
539461,vtzuwr,791423,xzrust,35.0
332143,ttsrut,345034,tuvqtu,403.0
510284,vrqsyu,722004,xssqqu,861.0
829326,ysztsw,763333,xwtttt,231.0
414474,uruuxu,1049443,rquzuut,988.0
551555,vvrvvv,1062917,rqwszrx,857.0
106053,rqwqvt,991032,zzrqts,588.0
283888,sytyyy,862711,ywsxrr,132.0
1004654,rqquwvu,145487,ruvuyx,329.0
674477,wxuuxx,133838,rttyty,935.0
221321,ssrtsr,122363,rsstwt,516.0
887857,yyxyvx,396529,tzwvsz,201.0
618609,wrywqz,129327,rsztsx,653.0
393074,tztqxu,1029661,rqszwwr,202.0
604599,wquvzz,189214,ryzsru,718.0
501936,vqrztw,680861,wyqywr,873.0
892282,yzssys,552885,vvsyyv,437.0
438899,utyyzz,238287,stysyx,752.0
142460,rusuwq,628458,wsyuvy,661.0
701412,xqrurs,992162,zzsrws,13.0
450230,uvqstq,1077772,rqxxxxs,676.0
362131,twsrtr,840490,yuquzq,798.0
307021,tqxqsr,814450,yruuvq,53.0
1000465,rqqquwv,239943,stzzut,678.0
450079,uvqqxz,702238,xqssty,991.0
778801,xxyyqr,405252,uqvsvs,761.0
637245,wtxsuv,448175,uuyrxv,309.0
412561,ursvwr,727901,xsxzqr,662.0
530021,vtqqsr,933386,ztttyw,941.0
396357,tzwtvx,772299,xxsszz,140.0
559218,vvzsry,685632,wyvwts,625.0
358915,tvyzrv,730908,xtqzqy,734.0
228400,ssyuqq,655469,wvvuwz,995.0
166242,rwwsus,643301,wuttqr,583.0
620282,wsqsys,791558,xzrvvy,210.0
312539,trsvtz,565399,vwvtzz,106.0
1014475,rqruuxv,743763,xutxwt,525.0
692176,wzsrxw,321088,tsrqyy,505.0
411650,urrwvq,498849,uzyyuz,937.0
1039757,rqtzxvx,721298,xsrszy,996.0
1059173,rqvzrxt,1039171,rqtzrxr,813.0
260939,swqztz,606509,wqwvqz,601.0
461935,uwrztv,970001,zxqqqr,264.0
1068511,rqwyvrr,617657,wrxwvx,260.0
1063162,rqwtrws,1044461,rquuuwr,129.0
119653,rrzwvt,107757,rqxxvx,701.0
337741,ttxxur,228532,ssyvts,892.0
771539,xxrvtz,929588,zszvyy,10.0
959640,zvzwuq,844666,yuuwww,170.0
645116,wuvrrw,619671,wrzwxr,87.0
996652,zzwwvs,592160,vzsrwq,607.0
950773,zvqxxt,168671,rwywxr,44.0
989763,zyzxwt,381494,tyruzu,295.0
605600,wqvwqq,537944,vtxzuu,650.0
1095378,rqzvtxy,577829,vxxysz,498.0
352335,tvsttv,676958,wxwzvy,239.0
152194,rvsrzu,576164,vxwrwu,267.0
760013,xwqqrt,645921,wuvzsr,356.0
344787,tuuxyx,567978,vwxzxy,844.0
620591,wsqvzr,326997,tswzzx,449.0
436667,utwwwx,889830,yyzytq,38.0
767304,xwxtqu,417639,urxwtz,421.0
698245,wzysuv,876777,yxwxxx,220.0
539866,vtzyww,342013,tusqrt,895.0
859266,yvzsww,985231,zyvstr,967.0
1054304,rqvutqu,652364,wvstwu,765.0
750296,xvqszw,195857,rzvyvx,768.0
755480,xvvuyq,875353,yxvtvt,853.0
713336,xrtttw,232463,stsuwt,23.0
140748,ruqxuy,983076,zytqxw,470.0
538570,vtyvxq,436799,utwxzz,787.0
794147,xzurux,657936,wvxztw,536.0
746391,xuwtzr,904322,zqutss,508.0
445220,uuvssq,647835,wuxytv,761.0
779328,xxztsy,474145,uxuruv,905.0
679924,wxzzsu,1072861,rqxsywr,488.0
897938,yzxzty,353310,tvttrq,382.0
585542,vyvvus,689722,wyzxss,545.0
1013176,rqrtrxw,989807,zyzyqx,106.0
519284,vrzsyu,378986,txyzyw,123.0
284513,syuvrt,933631,zttwtr,582.0
482895,uysyzv,994512,zzuvrs,662.0
174179,rxurxz,363279,twtsxz,317.0
464773,uwuxxt,439811,utzyrr,299.0
333667,tttwwx,401113,uqrrrt,316.0
641914,wurzru,175221,rxvssr,628.0
758551,xvyvvr,745293,xuvszt,243.0
973171,zxtrxr,428654,usywvu,597.0
336933,ttwztt,675330,wxvttq,530.0
615585,wrvvyv,972147,zxsrux,476.0
557930,vvxztq,486908,uywzqy,972.0
508098,vqyqzy,650335,wvqttv,277.0
267080,swxqyq,668449,wwyuuz,159.0
129750,rszxvq,830854,ytqyvu,385.0
505635,vqvwtv,429429,uszusz,943.0
291293,szrszt,753490,xvtuzq,901.0
298119,szyrrz,1062591,rqwsvzr,433.0
891110,yzrrrq,354763,tvuxwt,891.0
199058,rzzqvy,654450,wvuuvq,522.0
400416,uqqurw,1009977,rqqzzxx,502.0
475678,uxvwxy,108849,rqyyuz,413.0
113907,rrtzqx,633277,wttsxx,775.0
1030536,rqtqvtw,281806,syryqw,824.0
767755,xwxxvv,417501,urxvqr,851.0
632206,wtssqw,281831,syrytr,51.0
640947,wuqzux,734883,xtuyyt,492.0
344616,tuuwrw,840932,yuqzts,672.0
816525,yrwvsv,940041,zuqqur,259.0
602630,wqswtq,420828,usqysy,113.0
987409,zyxuqz,1099918,rqzzzry,959.0
628004,wsyqqu,863434,ywtutu,759.0
811440,yrruuq,779049,xxzquz,620.0
435556,utvvvw,487586,uyxvyw,766.0
965927,zwvzsx,205190,sqvrzq,977.0
592076,vzsqxw,507761,vqxxwr,521.0
363054,twtqvu,823098,ystqzy,66.0
862369,ywstwz,221521,ssrvsr,322.0
135325,rtvtsv,941709,zurxqz,261.0
653193,wvtrzt,1018148,rqryruy,183.0
514008,vruqqy,556258,vvwsvy,962.0
301716,tqrxrw,1013844,rqrtyuu,993.0
890858,yzqyvy,450052,uvqqvs,582.0
486575,uywvxv,939361,ztztwr,980.0
712359,xrstvz,718056,xryqvw,451.0
1072277,rqxssxx,949465,zuzuwv,102.0
342637,tuswtx,600371,wqqtxr,139.0
208696,sqywzw,182623,ryswst,642.0
470697,uxqwzx,874182,yxurys,308.0
651274,wvrsxu,1079579,rqxzvxz,659.0
1055151,rqvvrvr,150956,rvqzvw,756.0
929877,zszyxx,257637,svxwtx,58.0
479058,uxzqvy,130082,rtqqys,921.0
222215,ssssrv,576149,vxwruz,765.0
181185,ryrryv,955863,zvvywt,916.0
610664,wrqwwu,1030795,rqtqxzv,382.0
723620,xstwsq,357092,tvxqzs,852.0
1090903,rqzqzqt,1043982,rqutzys,751.0
437493,utxuzt,891473,yzruxt,321.0
899348,yzztuy,706073,xqwqxt,335.0
388164,tyyrwu,769385,xwztyv,973.0
662560,wwsvwq,1072388,rqxstyy,532.0
868098,ywyqzy,178038,rxyqty,690.0
674429,wxuusz,808706,yqyxqw,822.0
576227,vxwssx,877214,yxxsru,40.0
390315,tzqtrv,408510,uqyvrq,689.0
332672,ttswxs,353734,tvtxtu,769.0
642452,wusuvs,993156,zztrvw,899.0
446414,uuwuru,1006960,rqqwzwq,85.0
937290,ztxszq,477754,uxxxvu,920.0
821701,ysrxqr,288044,syyquu,126.0
579538,vxzvty,135526,rtvvsw,457.0
136731,rtwxtr,495783,uzvxyt,141.0
619290,wrzszq,537463,vtxuwt,161.0
1019171,rqrzrxr,151074,rvrqxu,988.0
659214,wvzsru,408597,uqyvzx,612.0
1056120,rqvwrsq,660570,wwqvxq,362.0
330544,ttqvuu,651816,wvryrw,413.0
1097799,rqzxxzz,1013049,rqrtquz,401.0
820656,ysqwvw,933923,zttzst,876.0
102618,rqswry,712070,xrsqxq,895.0
766105,xwwrqv,705278,xqvsxy,755.0
538616,vtywrw,1021501,rqsrvqr,425.0
1007373,rqqxtxt,416358,urwtvy,330.0
413703,urtxqt,458944,uvyzuu,370.0
208961,sqyzwr,176025,rxwqsv,535.0
651313,wvrtrt,1020734,rqsqxtu,136.0
1090773,rqzqxxt,103666,rqtwww,480.0
360200,twqsqq,164689,rwuwyz,254.0
343614,tutwru,275859,sxvyvz,944.0
1079844,rqxzyuu,603377,wqttxx,807.0
781424,xyrusu,680123,wyqrst,736.0
956343,zvwtut,365225,twvssv,49.0
711662,xrrwws,633137,wttrtx,300.0
737301,xtxtqr,934909,ztuzqz,814.0
623407,wstuqx,342482,tusuys,319.0
304745,tquxuv,914676,zruwxw,280.0
147075,ruxqxv,695855,wzvyvv,959.0
254359,svutvz,1058267,rqvyswx,882.0
1008550,rqqyvvq,827970,ysxzxq,755.0
459392,uvztzs,930000,ztqqqq,364.0
395816,tzvyrw,467247,uwxsux,646.0
1058478,rqvyuxy,274909,sxuzqz,833.0
298527,szyvsx,647119,wuxrrz,324.0
474200,uxusqq,140520,ruqvsq,464.0
1005828,rqqvysy,472646,uxswuw,92.0
276488,sxwuyy,298264,szyswu,618.0
337650,ttxwvq,300371,tqqtxr,518.0
1002067,rqqsqwx,741795,xurxzv,901.0
892068,yzsqwy,880362,yyqtws,939.0
904802,zquyqs,295205,szvsqv,727.0
437816,utxyrw,1014718,rqruxry,448.0
687051,wyxqvr,851453,yvruvt,315.0
391102,tzrrqs,908164,zqyrwu,509.0
281596,syrvzw,889801,yyzyqr,872.0
1001125,rqqrrsv,239217,stzsrx,336.0
836636,ytwwtw,816191,yrwrzr,438.0
297176,szxrxw,816407,yrwuqx,780.0
399425,tzzusv,419773,urzxxt,287.0
933501,zttvqr,354110,tvurrq,181.0
632020,wtsqsq,513745,vrtxuv,664.0
462415,uwsurv,722002,xssqqs,164.0
429823,uszyst,822224,yssssu,156.0
420519,usqvrz,911238,zrrsty,747.0
469569,uwzvwz,126197,rswrzx,863.0
101499,rqruzz,216768,srwxwy,176.0
886982,yywzys,717809,xrxyqz,235.0
694503,wzuvqt,134839,rtuytz,901.0
531421,vtrusr,685143,wyvrut,822.0
190456,rzquvw,406929,uqwzsz,952.0
376295,txwszv,228433,ssyutt,914.0
674927,wxuzsx,995624,zzvwsu,788.0
725344,xsvtuu,190344,rzqtuu,595.0
615177,wrvrxx,1010636,rqrqwtw,330.0
977299,zxxszz,482990,uyszzq,953.0
576093,vxwqzt,824732,ysuxts,645.0
294186,szuryw,374098,txuqzy,880.0
767390,xwxtzq,337244,ttxsuu,394.0
666582,wwwvys,303347,tqttux,876.0
981255,zyrsvv,492057,uzsqvx,15.0
913491,zrtuzr,453421,uvtusr,450.0
962365,zwstwv,186173,rywrxt,567.0
563128,vwtrsy,786563,xywvwt,942.0
624954,wsuzvu,601579,wqrvxz,976.0
514585,vruvyv,693976,wztzxw,729.0
187973,ryxzxt,520969,vsqzwz,955.0
550455,vvquvv,927260,zsxswq,189.0
425098,usvqzy,1071553,rqxrvvt,598.0
692846,wzsyuw,823435,ystutv,360.0
117526,rrxvsw,193323,rzttst,410.0
680748,wyqxuy,969441,zwzuur,549.0
405259,uqvsvz,544555,vuuvvv,337.0
1092516,rqzsvrw,591760,vzrxwq,746.0
532821,vtsysr,343912,tutzrs,299.0
888831,yyyytr,1087353,rqyxtvt,543.0
175654,rxvwvu,119797,rrzxzx,571.0
581182,vyrrys,428921,usyzsr,428.0
572756,vxsxvw,136333,rtwttt,677.0
568528,vwyvsy,215772,srvxxs,87.0
875791,yxvxzr,215147,srvrux,150.0
581084,vyrqyu,937460,ztxuwq,657.0
905430,zqvutq,390784,tzqxyu,145.0
581485,vyruyv,945013,zuvqrt,462.0
971675,zxrwxv,777651,xxxwvr,44.0
601482,wqruys,288515,syyvrv,419.0
468792,uwyxzs,999151,zzzrvr,635.0
490610,uzqwrq,971177,zxrrxx,512.0
267510,swxvrq,134345,rtutuv,349.0
765550,xwvvvq,221073,ssrqxt,32.0
1082932,rqyszts,707479,xqxuxz,142.0
1093065,rqztqwv,181629,ryrwsz,556.0
117050,rrxqvq,548130,vuyrtq,967.0
444756,uuuxvw,847206,yuxsqw,982.0
702792,xqsxzs,528891,vsyyzr,730.0
896262,yzwsws,403422,uqtuss,219.0
925155,zsvrvv,734439,xtuutz,875.0
442656,uuswvw,100290,rqqszq,569.0
919356,zrztvw,708138,xqyrty,839.0
585830,vyvytq,666563,wwwvwt,82.0
242087,susqyx,200020,sqqqsq,196.0
357208,tvxsqy,974416,zxuurw,873.0
255817,svvyrx,413939,urtztz,274.0
705325,xqvtsv,518390,vrytzq,408.0
1061867,rqwrywx,412597,ursvzx,917.0
778899,xxyyzz,466681,uwwwyr,644.0
363677,twtwxx,991855,zzryvv,167.0
834658,ytuwvy,442040,uusquq,623.0
929688,zszwyy,363078,twtqxy,246.0
1029834,rqszytu,149857,ruzyvx,363.0
672899,wxsyzz,368243,twysut,104.0
364657,twuwvx,621579,wsrvxz,241.0
1099156,rqzzrvw,268781,swyxyr,778.0
775425,xxvusv,438775,utyxxv,949.0
263337,swtttx,1021081,rqsrqyr,414.0
103908,rqtzqy,956625,zvwwsv,900.0
329109,tszrqz,920541,zsqvur,797.0
306394,tqwtzu,282157,sysrvx,455.0
465986,uwvzyw,206898,sqwyzy,215.0
1064453,rqwuuvt,632410,wtsurq,756.0
928919,zsyzrz,494160,uzurwq,345.0
297407,szxuqx,546191,vuwrzr,974.0
767570,xwxvxq,744659,xuuwvz,902.0
880219,yyqsrz,1021188,rqsrryy,820.0
612150,wrsrvq,467753,uwxxvt,456.0
1058098,rqvyqzy,618168,wryrwy,83.0
386192,tywrzs,1068544,rqwyvuu,826.0
424072,usuqxs,452996,uvszzw,300.0
457887,uvxyyx,554477,vvuuxx,697.0
547707,vuxxqx,762856,xwsyvw,395.0
423149,ustruz,1044993,rquuzzt,57.0
778437,xxyutx,802633,yqswtt,690.0
789481,xyzuyr,1013540,rqrtvuq,167.0
1057013,rqvxqrt,213370,srttxq,26.0
103996,rqtzzw,529929,vszzsz,929.0
362753,twsxvt,870472,yxquxs,542.0
694217,wzusrx,1070745,rqxqxuv,970.0
602878,wqsyxy,392697,tzswzx,942.0
159219,rvzsrz,187525,ryxvsv,641.0
856292,yvwszs,696602,wzwwqs,882.0
509610,vqzwrq,657331,wvxttr,319.0
537025,vtxqsv,1001753,rqqrxvt,298.0
407126,uqxrsw,752783,xvsxyt,964.0
275875,sxvyxv,437514,utxvru,957.0
731043,xtrqut,995190,zzvrzq,474.0
807977,yqxzxx,603595,wqtvzv,798.0
456316,uvwtrw,735159,xtvrvz,911.0
815048,yrvquy,796980,xzwzyq,77.0
230025,stqqsv,224547,ssuvux,514.0
567533,vwxvtt,725234,xsvstu,409.0
849585,yuzvyv,593522,vztvss,925.0
410633,urqwtt,179535,rxzvtv,359.0
1017965,rqrxzwv,544111,vuurrr,126.0
176762,rxwxws,560507,vwqvqx,111.0
388739,tyyxtz,896426,yzwusw,875.0
613387,wrttyx,117332,rrxtts,226.0
966505,zwwvqv,778603,xxywqt,800.0
702922,xqszss,713233,xrtstt,383.0
235041,stvqur,1044970,rquuzxq,832.0
846138,yuwrty,573439,vxtutz,51.0
190555,rzqvvv,248825,suyysv,996.0
722119,xssrrz,1012086,rqrsqyw,75.0
213414,srturu,1081260,rqyrswq,150.0
114510,rruvrq,252666,svswww,209.0
253691,svtwzr,584495,vyuuzv,362.0
407075,uqxqxv,508725,vqyxsv,839.0
896251,yzwsvr,304777,tquxxx,209.0
191589,rzrvyz,459938,uvzzty,142.0
188369,ryytwz,259283,svzsyt,156.0
152576,rvsvxw,1051963,rqvrzwt,295.0
385699,tyvwzz,890181,yzqryr,1000.0
149952,ruzzvs,904106,zqurqw,494.0
510919,vrqzrz,362617,twswrx,644.0
799999,xzzzzz,786253,xywsvt,491.0
570073,vxqqxt,247805,suxyqv,490.0
550756,vvqxvw,986852,zywyvs,403.0
734950,xtuzvq,556613,vvwwrt,512.0
996720,zzwxsq,1077725,rqxxxsv,100.0
869148,ywzruy,604789,wquxyz,520.0
876438,yxwuty,904743,zquxut,726.0
127140,rsxruq,910721,zrqxsr,425.0
157533,rvxvtt,568126,vwyrsw,729.0
680659,wyqwvz,100682,rqqwys,302.0
781563,xyrvwt,496082,uzwqys,998.0
621602,wsrwqs,668642,wwywus,252.0
1099259,rqzzsvz,654143,wvurut,502.0
477076,uxxqxw,292345,szstuv,595.0
844498,yuuuzy,259447,svzuux,509.0
557052,vvxqvs,228197,ssyrzx,62.0
752246,xvssuw,174428,rxuusy,990.0
716615,xrwwrv,650195,wvqrzv,225.0
881624,yyrwsu,803036,yqtqtw,895.0
781953,xyrzvt,182280,ryssyq,871.0
859616,yvzwrw,320919,tsqzrz,772.0
129521,rszvsr,548998,vuyzzy,958.0
599999,vzzzzz,322083,tssqyt,528.0
180362,ryqtws,386159,tywrvz,217.0
897342,yzxtus,902317,zqstrx,169.0
926739,zswxtz,956816,zvwyrw,909.0
367955,twxzvv,847697,yuxwzx,355.0
812975,yrszxv,285277,syvsxx,258.0
614775,wruxxv,506796,vqwxzw,171.0
116536,rrwvtw,1086219,rqywsrz,43.0
713138,xrtrty,117556,rrxvvw,29.0
398748,tzyxuy,359636,tvzwtw,712.0
321825,tsrysv,264874,swuyxu,644.0
343510,tutvrq,337176,ttxrxw,251.0
263470,swtuxq,569127,vwzrsx,911.0
600330,wqqttq,1088147,rqyyrux,578.0
417778,urxxxy,306328,tqwtsy,620.0
999509,zzzvqz,745841,xuvyur,869.0
598153,vzyrvt,396664,tzwwwu,960.0
656210,wvwsrq,442610,uuswrq,71.0
766856,xwwyvw,793149,xztruz,287.0
561012,vwrqrs,840791,yuqxzr,265.0
831637,ytrwtx,551664,vvrwwu,26.0
158564,rvyvwu,612708,wrsxqy,494.0
531102,vtrrqs,388743,tyyxut,844.0
